315.42,1959.0
316.31,1959.08333333
316.5,1959.16666667
317.56,1959.25
318.13,1959.33333333
318.0,1959.41666667
316.39,1959.5
314.65,1959.58333333
313.68,1959.66666667
313.18,1959.75
314.66,1959.83333333
315.43,1959.91666667
316.27,1960.0
316.81,1960.08333333
317.42,1960.16666667
318.87,1960.25
319.87,1960.33333333
319.43,1960.41666667
318.01,1960.5
315.74,1960.58333333
314.0,1960.66666667
313.68,1960.75
314.84,1960.83333333
316.03,1960.91666667
316.73,1961.0
317.54,1961.08333333
318.38,1961.16666667
319.31,1961.25
320.42,1961.33333333
319.61,1961.41666667
318.42,1961.5
316.63,1961.58333333
314.83,1961.66666667
315.16,1961.75
315.94,1961.83333333
316.85,1961.91666667
317.78,1962.0
318.4,1962.08333333
319.53,1962.16666667
320.42,1962.25
320.85,1962.33333333
320.45,1962.41666667
319.45,1962.5
317.25,1962.58333333
316.11,1962.66666667
315.27,1962.75
316.53,1962.83333333
317.53,1962.91666667
318.58,1963.0
318.92,1963.08333333
319.7,1963.16666667
321.22,1963.25
322.08,1963.33333333
321.31,1963.41666667
319.58,1963.5
317.61,1963.58333333
316.05,1963.66666667
315.83,1963.75
316.91,1963.83333333
318.2,1963.91666667
319.41,1964.0
320.07,1964.08333333
320.74,1964.16666667
321.4,1964.25
322.06,1964.33333333
321.73,1964.41666667
320.27,1964.5
318.54,1964.58333333
316.54,1964.66666667
316.71,1964.75
317.53,1964.83333333
318.55,1964.91666667
319.27,1965.0
320.28,1965.08333333
320.73,1965.16666667
321.97,1965.25
322.0,1965.33333333
321.71,1965.41666667
321.05,1965.5
318.71,1965.58333333
317.66,1965.66666667
317.14,1965.75
318.7,1965.83333333
319.25,1965.91666667
320.46,1966.0
321.43,1966.08333333
322.23,1966.16666667
323.54,1966.25
323.91,1966.33333333
323.59,1966.41666667
322.24,1966.5
320.2,1966.58333333
318.48,1966.66666667
317.94,1966.75
319.63,1966.83333333
320.87,1966.91666667
322.17,1967.0
322.34,1967.08333333
322.88,1967.16666667
324.25,1967.25
324.83,1967.33333333
323.93,1967.41666667
322.38,1967.5
320.76,1967.58333333
319.1,1967.66666667
319.24,1967.75
320.56,1967.83333333
321.8,1967.91666667
322.4,1968.0
322.99,1968.08333333
323.73,1968.16666667
324.86,1968.25
325.4,1968.33333333
325.2,1968.41666667
323.98,1968.5
321.95,1968.58333333
320.18,1968.66666667
320.09,1968.75
321.16,1968.83333333
322.74,1968.91666667
323.83,1969.0
324.26,1969.08333333
325.47,1969.16666667
326.5,1969.25
327.21,1969.33333333
326.54,1969.41666667
325.72,1969.5
323.5,1969.58333333
322.22,1969.66666667
321.62,1969.75
322.69,1969.83333333
323.95,1969.91666667
324.89,1970.0
325.82,1970.08333333
326.77,1970.16666667
327.97,1970.25
327.91,1970.33333333
327.5,1970.41666667
326.18,1970.5
324.53,1970.58333333
322.93,1970.66666667
322.9,1970.75
323.85,1970.83333333
324.96,1970.91666667
326.01,1971.0
326.51,1971.08333333
327.01,1971.16666667
327.62,1971.25
328.76,1971.33333333
328.4,1971.41666667
327.2,1971.5
325.27,1971.58333333
323.2,1971.66666667
323.4,1971.75
324.63,1971.83333333
325.85,1971.91666667
326.6,1972.0
327.47,1972.08333333
327.58,1972.16666667
329.56,1972.25
329.9,1972.33333333
328.92,1972.41666667
327.88,1972.5
326.16,1972.58333333
324.68,1972.66666667
325.04,1972.75
326.34,1972.83333333
327.39,1972.91666667
328.37,1973.0
329.4,1973.08333333
330.14,1973.16666667
331.33,1973.25
332.31,1973.33333333
331.9,1973.41666667
330.7,1973.5
329.15,1973.58333333
327.35,1973.66666667
327.02,1973.75
327.99,1973.83333333
328.48,1973.91666667
329.18,1974.0
330.55,1974.08333333
331.32,1974.16666667
332.48,1974.25
332.92,1974.33333333
332.08,1974.41666667
331.01,1974.5
329.23,1974.58333333
327.27,1974.66666667
327.21,1974.75
328.29,1974.83333333
329.41,1974.91666667
330.23,1975.0
331.25,1975.08333333
331.87,1975.16666667
333.14,1975.25
333.8,1975.33333333
333.43,1975.41666667
331.73,1975.5
329.9,1975.58333333
328.4,1975.66666667
328.17,1975.75
329.32,1975.83333333
330.59,1975.91666667
331.58,1976.0
332.39,1976.08333333
333.33,1976.16666667
334.41,1976.25
334.71,1976.33333333
334.17,1976.41666667
332.89,1976.5
330.77,1976.58333333
329.14,1976.66666667
328.78,1976.75
330.14,1976.83333333
331.52,1976.91666667
332.75,1977.0
333.24,1977.08333333
334.53,1977.16666667
335.9,1977.25
336.57,1977.33333333
336.1,1977.41666667
334.76,1977.5
332.59,1977.58333333
331.42,1977.66666667
330.98,1977.75
332.24,1977.83333333
333.68,1977.91666667
334.8,1978.0
335.22,1978.08333333
336.47,1978.16666667
337.59,1978.25
337.84,1978.33333333
337.72,1978.41666667
336.37,1978.5
334.51,1978.58333334
332.6,1978.66666667
332.38,1978.75
333.75,1978.83333334
334.78,1978.91666667
336.05,1979.0
336.59,1979.08333334
337.79,1979.16666667
338.71,1979.25
339.3,1979.33333334
339.12,1979.41666667
337.56,1979.5
335.92,1979.58333334
333.75,1979.66666667
333.7,1979.75
335.12,1979.83333334
336.56,1979.91666667
337.84,1980.0
338.19,1980.08333334
339.91,1980.16666667
340.6,1980.25
341.29,1980.33333334
341.0,1980.41666667
339.39,1980.5
337.43,1980.58333334
335.72,1980.66666667
335.84,1980.75
336.93,1980.83333334
338.04,1980.91666667
339.06,1981.0
340.3,1981.08333334
341.21,1981.16666667
342.33,1981.25
342.74,1981.33333334
342.08,1981.41666667
340.32,1981.5
338.26,1981.58333334
336.52,1981.66666667
336.68,1981.75
338.19,1981.83333334
339.44,1981.91666667
340.57,1982.0
341.44,1982.08333334
342.53,1982.16666667
343.39,1982.25
343.96,1982.33333334
343.18,1982.41666667
341.88,1982.5
339.65,1982.58333334
337.81,1982.66666667
337.69,1982.75
339.09,1982.83333334
340.32,1982.91666667
341.2,1983.0
342.35,1983.08333334
342.93,1983.16666667
344.77,1983.25
345.58,1983.33333334
345.14,1983.41666667
343.81,1983.5
342.21,1983.58333334
339.69,1983.66666667
339.82,1983.75
340.98,1983.83333334
342.82,1983.91666667
343.52,1984.0
344.33,1984.08333334
345.11,1984.16666667
346.88,1984.25
347.25,1984.33333334
346.62,1984.41666667
345.22,1984.5
343.11,1984.58333334
340.9,1984.66666667
341.18,1984.75
342.8,1984.83333334
344.04,1984.91666667
344.79,1985.0
345.82,1985.08333334
347.25,1985.16666667
348.17,1985.25
348.74,1985.33333334
348.07,1985.41666667
346.38,1985.5
344.51,1985.58333334
342.92,1985.66666667
342.62,1985.75
344.06,1985.83333334
345.38,1985.91666667
346.11,1986.0
346.78,1986.08333334
347.68,1986.16666667
349.37,1986.25
350.03,1986.33333334
349.37,1986.41666667
347.76,1986.5
345.73,1986.58333334
344.68,1986.66666667
343.99,1986.75
345.48,1986.83333334
346.72,1986.91666667
347.84,1987.0
348.29,1987.08333334
349.23,1987.16666667
350.8,1987.25
351.66,1987.33333334
351.07,1987.41666667
349.33,1987.5
347.92,1987.58333334
346.27,1987.66666667
346.18,1987.75
347.64,1987.83333334
348.78,1987.91666667
350.25,1988.0
351.54,1988.08333334
352.05,1988.16666667
353.41,1988.25
354.04,1988.33333334
353.62,1988.41666667
352.22,1988.5
350.27,1988.58333334
348.55,1988.66666667
348.72,1988.75
349.91,1988.83333334
351.18,1988.91666667
352.6,1989.0
352.92,1989.08333334
353.53,1989.16666667
355.26,1989.25
355.52,1989.33333334
354.97,1989.41666667
353.75,1989.5
351.52,1989.58333334
349.64,1989.66666667
349.83,1989.75
351.14,1989.83333334
352.37,1989.91666667
353.5,1990.0
354.55,1990.08333334
355.23,1990.16666667
356.04,1990.25
357.0,1990.33333334
356.07,1990.41666667
354.67,1990.5
352.76,1990.58333334
350.82,1990.66666667
351.04,1990.75
352.69,1990.83333334
354.07,1990.91666667
354.59,1991.0
355.63,1991.08333334
357.03,1991.16666667
358.48,1991.25
359.22,1991.33333334
358.12,1991.41666667
356.06,1991.5
353.92,1991.58333334
352.05,1991.66666667
352.11,1991.75
353.64,1991.83333334
354.89,1991.91666667
355.88,1992.0
356.63,1992.08333334
357.72,1992.16666667
359.07,1992.25
359.58,1992.33333334
359.17,1992.41666667
356.94,1992.5
354.92,1992.58333334
352.94,1992.66666667
353.23,1992.75
354.09,1992.83333334
355.33,1992.91666667
356.63,1993.0
357.1,1993.08333334
358.32,1993.16666667
359.41,1993.25
360.23,1993.33333334
359.55,1993.41666667
357.53,1993.5
355.48,1993.58333334
353.67,1993.66666667
353.95,1993.75
355.3,1993.83333334
356.78,1993.91666667
358.34,1994.0
358.89,1994.08333334
359.95,1994.16666667
361.25,1994.25
361.67,1994.33333334
360.94,1994.41666667
359.55,1994.5
357.49,1994.58333334
355.84,1994.66666667
356.0,1994.75
357.59,1994.83333334
359.05,1994.91666667
359.98,1995.0
361.03,1995.08333334
361.66,1995.16666667
363.48,1995.25
363.82,1995.33333334
363.3,1995.41666667
361.94,1995.5
359.5,1995.58333334
358.11,1995.66666667
357.8,1995.75
359.61,1995.83333334
360.74,1995.91666667
362.09,1996.0
363.29,1996.08333334
364.06,1996.16666667
364.76,1996.25
365.45,1996.33333334
365.01,1996.41666667
363.7,1996.5
361.54,1996.58333334
359.51,1996.66666667
359.65,1996.75
360.8,1996.83333334
362.38,1996.91666667
363.23,1997.0
364.06,1997.08333334
364.61,1997.16666667
366.4,1997.25
366.84,1997.33333334
365.68,1997.41666667
364.52,1997.5
362.57,1997.58333334
360.24,1997.66666667
360.83,1997.75
362.49,1997.83333334
364.34,1997.91666667
